customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,avg_monthly_spend,tenure_group
4495-lhssk,female,0,no,yes,18,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,57.65,992.7,0,55.150000000000006,1-2yr
5655-jsmzm,male,0,no,no,49,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,96.2,4718.25,1,96.29081632653062,4-6yr
5915-anoei,male,0,yes,no,70,yes,yes,dsl,yes,yes,yes,yes,yes,no,two year,no,mailed check,79.15,5536.5,0,79.09285714285714,4-6yr
9861-pdszp,female,0,no,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),108.05,7806.6,0,108.42500000000001,4-6yr
4505-exzhb,female,0,no,no,6,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,electronic check,74.4,434.1,1,72.35000000000001,0-1yr
7225-cbzpl,male,0,yes,no,17,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.8,1563.9,0,91.99411764705883,1-2yr
6704-utukk,male,0,yes,no,29,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic check,45.9,1332.4,0,45.9448275862069,2-4yr
4587-vvtox,female,0,yes,no,6,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.3,545.2,1,90.86666666666667,0-1yr
2019-hdczy,male,0,yes,no,63,yes,yes,fiber optic,no,no,yes,no,yes,yes,two year,no,electronic check,102.6,6296.75,0,99.9484126984127,4-6yr
4652-nnhny,male,0,yes,no,16,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),73.85,1284.2,1,80.2625,1-2yr
8788-doxsu,male,0,no,no,59,yes,no,dsl,no,no,yes,no,no,yes,one year,yes,bank transfer (automatic),61.35,3645.5,0,61.78813559322034,4-6yr
7404-jlkqg,female,0,no,no,3,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,no,electronic check,57.55,161.45,0,53.81666666666666,0-1yr
7421-zlupa,female,0,no,no,8,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,29.25,226.95,0,28.36875,0-1yr
8972-hjwnv,female,0,yes,no,7,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.55,646.85,1,92.40714285714286,0-1yr
3274-nsdwe,female,0,no,no,68,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.6,1441.65,0,21.20073529411765,4-6yr
2632-ivxvf,female,0,yes,yes,68,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,no,credit card (automatic),111.75,7511.3,0,110.46029411764707,4-6yr
3692-jhonh,female,0,yes,no,52,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,106.5,5621.85,0,108.11250000000001,4-6yr
8915-nntrc,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,credit card (automatic),107.7,7919.8,0,109.99722222222222,4-6yr
5914-gxmda,female,0,yes,no,32,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.3,593.2,0,18.5375,2-4yr
7463-ifmqu,female,0,yes,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.05,1423.65,0,19.772916666666667,4-6yr
2920-rncez,male,0,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),69.95,69.95,0,69.95,0-1yr
2541-ygpke,male,0,yes,yes,42,yes,no,dsl,yes,no,no,yes,no,yes,one year,no,credit card (automatic),63.7,2763.35,0,65.79404761904762,2-4yr
8515-octjs,female,0,no,no,25,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),24.75,692.1,1,27.684,2-4yr
5382-temlv,male,0,no,no,45,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),50.9,2298.55,0,51.07888888888889,2-4yr
3441-cgzjh,female,0,yes,yes,43,no,no phone service,dsl,yes,no,yes,yes,yes,yes,one year,yes,credit card (automatic),60.4,2640.55,0,61.40813953488372,2-4yr
9592-erdkv,male,0,yes,no,37,yes,yes,dsl,yes,no,yes,no,yes,yes,one year,no,mailed check,79.25,2911.8,0,78.6972972972973,2-4yr
2860-ranus,female,0,no,no,20,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),85.8,1727.5,1,86.375,1-2yr
5261-qshqm,female,0,no,no,4,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.45,86.6,1,21.65,0-1yr
4778-izarl,male,0,yes,no,63,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),110.1,6705.7,0,106.43968253968254,4-6yr
0432-cajzv,male,0,no,no,3,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,mailed check,90.7,237.65,0,79.21666666666667,0-1yr
7008-lzvoz,male,0,yes,yes,66,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.3,1672.35,0,25.33863636363636,4-6yr
8868-wozgu,male,0,no,no,28,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.7,2979.5,1,106.41071428571429,2-4yr
1200-tuzhr,female,0,no,no,8,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,85.2,695.75,0,86.96875,0-1yr
9365-cslbq,male,0,no,yes,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.35,1654.6,0,23.304225352112674,4-6yr
1334-fjsvr,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.25,24.25,1,24.25,0-1yr
5884-fbctl,female,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),25.1,1857.85,0,25.803472222222222,4-6yr
7130-ctcus,male,0,yes,no,16,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),54.55,825.1,0,51.56875,1-2yr
6242-fegfd,male,0,yes,no,66,yes,yes,fiber optic,yes,yes,yes,yes,no,no,two year,no,mailed check,96.6,6424.25,0,97.33712121212122,4-6yr
7625-xcqrh,female,0,no,no,11,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,76.5,837.95,1,76.17727272727274,0-1yr
6194-hbgqn,male,0,no,no,51,yes,yes,dsl,yes,yes,yes,yes,yes,no,one year,yes,credit card (automatic),81.15,4126.2,0,80.90588235294118,4-6yr
7634-wswdb,female,0,no,yes,8,no,no phone service,dsl,yes,no,no,no,no,yes,month-to-month,yes,electronic check,38.5,330.8,0,41.35,0-1yr
6986-ixndm,male,0,no,no,14,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,92.9,1337.45,0,95.53214285714286,1-2yr
1731-tviuk,female,0,no,no,4,yes,yes,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,electronic check,93.5,362.2,1,90.55,0-1yr
2987-bjxik,female,0,no,no,70,yes,yes,dsl,yes,yes,yes,no,yes,yes,two year,no,mailed check,84.7,5991.05,0,85.58642857142857,4-6yr
9769-tsbze,female,0,no,yes,70,yes,yes,dsl,yes,yes,no,yes,no,no,two year,no,electronic check,66.0,4891.5,0,69.87857142857143,4-6yr
0406-bpdvr,female,0,yes,no,54,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,yes,credit card (automatic),101.5,5373.1,1,99.50185185185185,4-6yr
0618-xwmss,male,0,no,yes,28,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),74.9,2068.55,1,73.87678571428572,2-4yr
1395-wswxr,male,0,no,no,24,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.75,487.05,0,20.29375,1-2yr
6023-gssxw,female,0,yes,no,69,yes,no,dsl,no,yes,no,no,no,yes,two year,yes,credit card (automatic),61.45,4131.2,0,59.87246376811594,4-6yr
6752-apnjl,male,0,yes,yes,42,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,mailed check,54.5,2301.15,0,54.78928571428572,2-4yr
5276-kqwhg,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.6,131.65,1,65.825,0-1yr
0420-hlgxf,female,0,no,no,39,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,99.75,4036.0,0,103.48717948717949,2-4yr
7446-kqiso,male,0,yes,yes,45,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),109.75,4900.65,0,108.90333333333332,2-4yr
9823-ealyc,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),80.85,5727.45,0,79.54791666666667,4-6yr
0582-avcln,female,0,no,no,38,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.3,743.05,0,19.553947368421053,2-4yr
5803-nqjzo,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,yes,bank transfer (automatic),67.8,4804.65,0,66.73124999999999,4-6yr
2565-jslry,male,0,no,no,1,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,24.05,24.05,1,24.05,0-1yr
2607-dhdak,male,0,yes,yes,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.8,1414.65,0,19.647916666666667,4-6yr
1073-xxczd,male,0,yes,no,55,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),25.7,1443.65,0,26.24818181818182,4-6yr
0743-hrvff,female,0,yes,yes,51,no,no phone service,dsl,no,no,yes,yes,yes,yes,one year,yes,electronic check,56.15,2898.95,0,56.84215686274509,4-6yr
4006-hkyho,male,0,no,no,63,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),86.7,5309.5,0,84.27777777777777,4-6yr
3727-jeztu,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.4,20.4,0,20.4,0-1yr
8143-etqti,female,0,yes,yes,23,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.65,451.55,0,19.632608695652173,1-2yr
6689-kxgbo,female,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,50.55,50.55,1,50.55,0-1yr
9667-tktvz,female,0,no,no,2,yes,yes,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed check,54.35,117.05,0,58.525,0-1yr
3657-cogmw,female,0,no,no,52,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,no,credit card (automatic),108.1,5839.3,0,112.29423076923078,4-6yr
8570-kljyj,female,0,no,no,36,yes,yes,dsl,yes,no,no,no,no,no,one year,no,mailed check,54.45,1893.5,0,52.59722222222222,2-4yr
7754-ixrmc,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.35,45.35,0,45.35,0-1yr
9473-cbzop,female,0,no,no,28,yes,yes,dsl,yes,no,yes,no,no,no,one year,no,mailed check,59.0,1654.45,0,59.0875,2-4yr
2969-wghqo,female,0,yes,yes,7,yes,no,dsl,yes,yes,yes,no,yes,no,one year,no,electronic check,69.45,477.05,0,68.15,0-1yr
6615-nggzj,male,0,no,no,14,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100.55,1415.55,1,101.11071428571428,1-2yr
4334-howrp,male,0,yes,no,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),64.95,4546.0,0,63.138888888888886,4-6yr
4255-dduou,female,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.5,20.5,1,20.5,0-1yr
5863-ookcl,female,0,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,18.85,163.2,0,16.32,0-1yr
1686-stuhn,male,0,no,no,42,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.8,849.9,0,20.235714285714284,2-4yr
1329-vhwnp,female,0,no,no,7,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),25.05,189.95,0,27.135714285714283,0-1yr
2984-miizl,male,0,no,no,4,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),74.8,321.9,1,80.475,0-1yr
0266-gmeao,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),114.3,8058.55,0,111.92430555555556,4-6yr
5590-yrfjt,female,0,yes,no,20,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.45,482.8,1,24.14,1-2yr
5574-nxziu,male,0,no,no,63,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),109.2,7049.75,0,111.90079365079364,4-6yr
0019-gfntw,female,0,no,no,56,no,no phone service,dsl,yes,yes,yes,yes,no,no,two year,no,bank transfer (automatic),45.05,2560.1,0,45.716071428571425,4-6yr
4256-zwtzi,female,0,no,yes,5,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed check,51.0,286.8,0,57.36,0-1yr
8309-ppced,female,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),110.45,7982.5,0,110.86805555555556,4-6yr
4098-naukp,male,0,yes,yes,68,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,84.65,5683.6,0,83.58235294117648,4-6yr
5196-wpyow,male,0,yes,yes,67,yes,no,dsl,yes,yes,no,yes,no,no,one year,no,mailed check,60.05,3994.05,0,59.61268656716418,4-6yr
4608-lcimn,male,0,yes,yes,8,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),44.65,369.15,0,46.14375,0-1yr
1485-ydhmm,male,0,yes,yes,52,yes,yes,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,bank transfer (automatic),93.25,4631.7,0,89.07115384615385,4-6yr
4054-cumia,female,0,yes,yes,18,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.25,401.95,0,22.330555555555556,1-2yr
0603-tpmib,female,0,yes,yes,59,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.45,1534.05,0,26.000847457627117,4-6yr
2525-gvkqu,female,0,no,no,60,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.6,1093.0,0,18.216666666666665,4-6yr
8161-qymtt,male,0,no,no,7,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.1,701.3,0,100.18571428571428,0-1yr
9581-gvbxt,male,0,yes,yes,59,no,no phone service,dsl,yes,no,yes,no,no,no,one year,no,mailed check,34.8,1980.3,0,33.56440677966101,4-6yr
5862-brixz,male,0,no,no,46,no,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),60.75,2893.4,0,62.9,2-4yr
5404-ggukr,male,0,no,no,5,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,51.35,262.3,0,52.46,0-1yr
3308-jsgml,male,0,yes,no,59,no,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),64.05,3886.85,0,65.87881355932203,4-6yr
2126-gsegl,female,0,yes,no,70,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),84.8,5917.55,0,84.53642857142857,4-6yr
3677-tnkio,female,0,no,no,14,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),71.0,914.0,1,65.28571428571429,1-2yr
0440-qexbz,female,0,no,no,44,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,50.15,2139.1,0,48.61590909090909,2-4yr
2434-eevdb,female,0,yes,no,64,yes,yes,fiber optic,yes,no,yes,no,yes,no,two year,yes,credit card (automatic),94.6,5948.7,0,92.9484375,4-6yr
6762-qvyjo,female,0,yes,yes,58,no,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,no,mailed check,59.75,3624.35,0,62.48879310344827,4-6yr
6199-iwkgc,female,0,yes,no,46,yes,yes,fiber optic,no,no,no,yes,yes,yes,one year,no,electronic check,100.25,4753.85,0,103.3445652173913,2-4yr
2675-dhutr,male,0,yes,no,58,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,98.9,5780.7,0,99.66724137931034,4-6yr
8152-vetur,female,0,yes,no,72,yes,yes,fiber optic,no,yes,no,no,yes,yes,two year,yes,credit card (automatic),97.7,6869.7,0,95.4125,4-6yr
9667-eqrxu,female,0,no,no,30,no,no phone service,dsl,no,no,yes,no,yes,no,month-to-month,yes,electronic check,40.3,1172.95,1,39.098333333333336,2-4yr
7446-ypode,male,0,no,no,11,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),60.25,662.95,0,60.26818181818182,0-1yr
9522-bnthx,female,0,no,no,34,no,no phone service,dsl,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,56.25,1765.95,0,51.93970588235294,2-4yr
4676-wluht,male,0,no,no,54,no,no phone service,dsl,yes,yes,no,no,no,yes,two year,no,bank transfer (automatic),46.2,2431.95,0,45.036111111111104,4-6yr
3329-wdiok,female,0,no,no,3,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,50.6,155.35,1,51.78333333333333,0-1yr
7980-mhflq,female,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.9,1859.2,0,25.822222222222223,4-6yr
2873-zliwt,female,0,yes,yes,40,yes,yes,fiber optic,no,no,yes,yes,no,no,month-to-month,yes,electronic check,84.85,3303.05,1,82.57625,2-4yr
3415-taile,female,0,yes,yes,2,yes,no,dsl,no,no,no,no,yes,yes,month-to-month,no,mailed check,65.7,134.35,1,67.175,0-1yr
0757-wcuuz,male,0,yes,yes,54,yes,yes,dsl,no,no,yes,no,no,yes,two year,no,credit card (automatic),63.35,3409.1,0,63.13148148148148,4-6yr
1629-dqqvb,female,0,no,no,14,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,bank transfer (automatic),50.1,709.5,0,50.67857142857143,1-2yr
1915-iofgu,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.5,70.5,1,70.5,0-1yr
3045-xetsh,female,0,no,no,10,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,94.85,953.45,1,95.345,0-1yr
0374-aacsz,female,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,electronic check,50.15,50.15,0,50.15,0-1yr
7239-hzzcx,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.75,19.75,1,19.75,0-1yr
4872-vxril,male,0,no,no,56,yes,yes,dsl,yes,yes,no,yes,no,no,one year,yes,bank transfer (automatic),64.65,3665.55,0,65.45625,4-6yr
9140-czqzz,female,0,yes,no,68,yes,no,dsl,yes,yes,no,yes,yes,yes,two year,yes,bank transfer (automatic),79.6,5515.8,0,81.11470588235295,4-6yr
3423-hhxao,female,0,yes,yes,14,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,19.5,272.0,0,19.428571428571427,1-2yr
9938-tkdgl,male,0,yes,yes,68,yes,no,fiber optic,yes,no,no,yes,yes,yes,two year,yes,electronic check,99.55,6668.0,0,98.05882352941177,4-6yr
0531-zzjwq,male,0,yes,no,55,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.0,4052.4,0,73.68,4-6yr
6537-qlgex,female,0,no,no,16,no,no phone service,dsl,yes,no,no,no,yes,no,month-to-month,yes,electronic check,38.9,664.4,0,41.525,1-2yr
2688-bhgog,male,0,no,no,9,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.55,718.55,0,79.83888888888889,0-1yr
7683-cbdkj,male,0,yes,yes,14,yes,no,dsl,yes,yes,no,no,yes,no,month-to-month,yes,electronic check,65.45,937.6,1,66.97142857142858,1-2yr
0946-cljti,male,0,yes,no,58,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,98.7,5812.6,1,100.21724137931035,4-6yr
3160-tyxlt,male,0,no,no,53,no,no phone service,dsl,yes,yes,no,no,no,yes,month-to-month,yes,bank transfer (automatic),46.3,2546.85,0,48.053773584905656,4-6yr
1325-usmec,male,0,yes,no,70,yes,yes,fiber optic,yes,yes,yes,no,yes,no,two year,yes,credit card (automatic),99.35,6944.5,0,99.20714285714286,4-6yr
0916-qofdp,female,0,yes,yes,14,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.8,1346.3,0,96.16428571428571,1-2yr
0628-cnqrm,male,0,yes,yes,22,yes,no,dsl,yes,no,yes,yes,yes,no,one year,yes,bank transfer (automatic),67.5,1544.05,1,70.18409090909091,1-2yr
5606-amzbo,female,0,yes,no,10,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),78.15,765.15,0,76.515,0-1yr
6199-ipcao,female,0,yes,yes,29,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,26.1,692.55,0,23.88103448275862,2-4yr
7665-toald,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.6,69.6,1,69.6,0-1yr
0112-qwpnc,male,0,yes,no,49,yes,yes,dsl,yes,no,yes,yes,yes,yes,one year,no,electronic check,84.35,4059.35,1,82.84387755102041,4-6yr
0324-brpcj,female,0,yes,no,68,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100.2,6851.65,1,100.7595588235294,4-6yr
2777-phdei,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,78.05,78.05,1,78.05,0-1yr
5640-caxoa,female,0,no,no,30,no,no phone service,dsl,no,no,no,yes,no,yes,one year,yes,credit card (automatic),40.35,1187.05,0,39.568333333333335,2-4yr
2235-ezaik,female,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,no,two year,no,credit card (automatic),79.2,5401.9,0,75.02638888888889,4-6yr
3847-baerp,female,0,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.9,247.0,0,24.7,0-1yr
1196-amora,male,0,no,no,7,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,73.6,520.0,1,74.28571428571429,0-1yr
4282-ymkna,female,0,no,no,9,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.75,706.6,1,78.51111111111112,0-1yr
1453-rzfon,female,0,no,yes,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,49.9,49.9,0,49.9,0-1yr
8263-oketd,female,0,no,no,20,yes,yes,dsl,no,yes,no,yes,no,yes,month-to-month,yes,credit card (automatic),68.9,1370.35,0,68.5175,1-2yr
0670-kdoma,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.25,20.25,0,20.25,0-1yr
2476-ygefm,female,0,no,no,29,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),76.0,2215.25,0,76.38793103448276,2-4yr
8687-bafgu,male,0,no,no,1,yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,no,electronic check,74.0,74.0,0,74.0,0-1yr
0641-evboj,male,0,no,no,3,yes,no,fiber optic,yes,no,no,yes,no,no,month-to-month,yes,mailed check,82.3,214.4,0,71.46666666666667,0-1yr
0829-xxplx,female,0,no,no,20,yes,no,fiber optic,yes,no,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),89.4,1871.15,0,93.5575,1-2yr
9974-jfbhq,male,0,no,yes,64,yes,no,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,credit card (automatic),99.15,6171.2,0,96.425,4-6yr
5356-rhipp,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.2,20.2,1,20.2,0-1yr
6624-jdrds,female,0,no,no,6,no,no phone service,dsl,yes,no,no,no,no,no,month-to-month,no,bank transfer (automatic),29.45,161.45,0,26.90833333333333,0-1yr
0608-jdvec,male,0,yes,no,50,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,19.8,1013.2,0,20.264,4-6yr
9780-fkvvf,male,0,no,no,6,yes,no,dsl,yes,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),59.15,336.7,0,56.11666666666667,0-1yr
1919-rtpqd,male,0,yes,yes,7,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,44.75,333.65,0,47.66428571428571,0-1yr
5214-nltit,male,0,yes,yes,72,yes,yes,fiber optic,no,no,yes,no,no,yes,two year,yes,credit card (automatic),90.8,6511.8,0,90.44166666666666,4-6yr
3345-pbbfh,male,0,yes,no,8,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),49.55,393.45,0,49.18125,0-1yr
5055-brmne,female,0,yes,yes,67,yes,yes,fiber optic,yes,no,no,yes,yes,yes,two year,no,credit card (automatic),106.7,7009.5,0,104.61940298507463,4-6yr
9189-jwshv,female,0,yes,no,24,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,93.55,2264.05,1,94.33541666666667,1-2yr
2190-phbhr,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,no,no,no,yes,two year,yes,credit card (automatic),94.45,6921.7,0,96.13472222222222,4-6yr
2650-gyryl,male,0,yes,yes,33,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),19.45,600.25,0,18.189393939393938,2-4yr
0746-jtrfu,male,0,no,no,2,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,25.05,56.35,1,28.175,0-1yr
5208-fvqkb,male,0,yes,no,70,yes,no,dsl,yes,yes,no,yes,no,yes,two year,no,mailed check,67.95,4664.15,0,66.63071428571428,4-6yr
7184-lruur,female,0,no,no,22,yes,no,dsl,no,yes,yes,no,yes,no,one year,no,bank transfer (automatic),65.25,1441.8,0,65.53636363636363,1-2yr
6627-cfosn,female,0,no,no,59,yes,yes,fiber optic,yes,yes,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),99.45,5623.7,0,95.31694915254236,4-6yr
3982-jgsfd,male,0,no,no,36,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),20.35,695.85,0,19.329166666666666,2-4yr
